 "subject" , "predicate" , "object" ,
 "http://givingsense.eu/sembib/onto/WCNC2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/wcnc" ,
 "http://givingsense.eu/sembib/onto/channels/wcnc" , "http://purl.org/dc/elements/1.1/label" , "wcnc" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13627" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/EGC2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13627" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/EGC2013" ,
 "http://givingsense.eu/sembib/onto/EGC2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/egc" ,
 "http://givingsense.eu/sembib/onto/channels/egc" , "http://purl.org/dc/elements/1.1/label" , "egc" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13668" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CCNC2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13668" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CCNC2013" ,
 "http://givingsense.eu/sembib/onto/CCNC2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ccnc" ,
 "http://givingsense.eu/sembib/onto/channels/ccnc" , "http://purl.org/dc/elements/1.1/label" , "ccnc" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13845" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/COMSNETS2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13845" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/COMSNETS2013" ,
 "http://givingsense.eu/sembib/onto/COMSNETS2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/comsnets" ,
 "http://givingsense.eu/sembib/onto/channels/comsnets" , "http://purl.org/dc/elements/1.1/label" , "comsnets" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13862" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CIAA2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13862" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CIAA2013" ,
 "http://givingsense.eu/sembib/onto/CIAA2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ciaa" ,
 "http://givingsense.eu/sembib/onto/channels/ciaa" , "http://purl.org/dc/elements/1.1/label" , "ciaa" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13863" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CAI2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13863" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CAI2013" ,
 "http://givingsense.eu/sembib/onto/CAI2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/cai" ,
 "http://givingsense.eu/sembib/onto/channels/cai" , "http://purl.org/dc/elements/1.1/label" , "cai" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/14353" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICIAP2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/14353" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICIAP2013" ,
 "http://givingsense.eu/sembib/onto/ICIAP2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/iciap" ,
 "http://givingsense.eu/sembib/onto/channels/iciap" , "http://purl.org/dc/elements/1.1/label" , "iciap" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15164" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WORDS2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15164" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WORDS2013" ,
 "http://givingsense.eu/sembib/onto/WORDS2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/words" ,
 "http://givingsense.eu/sembib/onto/channels/words" , "http://purl.org/dc/elements/1.1/label" , "words" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15165" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/DLT2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15165" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/DLT2013" ,
 "http://givingsense.eu/sembib/onto/DLT2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/dlt" ,
 "http://givingsense.eu/sembib/onto/channels/dlt" , "http://purl.org/dc/elements/1.1/label" , "dlt" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15265" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15265" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2013" ,
 "http://givingsense.eu/sembib/onto/GRETSI2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/gretsi" ,
 "http://givingsense.eu/sembib/onto/channels/gretsi" , "http://purl.org/dc/elements/1.1/label" , "gretsi" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15333" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15333" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15335" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CVMP2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15335" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CVMP2013" ,
 "http://givingsense.eu/sembib/onto/CVMP2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/cvmp" ,
 "http://givingsense.eu/sembib/onto/channels/cvmp" , "http://purl.org/dc/elements/1.1/label" , "cvmp" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15336" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GRETSI2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15336" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GRETSI2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15338" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICIIP2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15338" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICIIP2013" ,
 "http://givingsense.eu/sembib/onto/ICIIP2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/iciip" ,
 "http://givingsense.eu/sembib/onto/channels/iciip" , "http://purl.org/dc/elements/1.1/label" , "iciip" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15372" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/SPIE2013" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/15372" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/SPIE2013" ,
 "http://givingsense.eu/sembib/onto/SPIE2013" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/spie" ,
 "http://givingsense.eu/sembib/onto/channels/spie" , "http://purl.org/dc/elements/1.1/label" , "spie" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12786" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/RADIATION2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12786" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/RADIATION2012" ,
 "http://givingsense.eu/sembib/onto/RADIATION2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/radiation" ,
 "http://givingsense.eu/sembib/onto/channels/radiation" , "http://purl.org/dc/elements/1.1/label" , "radiation" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12881" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CONEXT2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12881" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CONEXT2012" ,
 "http://givingsense.eu/sembib/onto/CONEXT2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/conext" ,
 "http://givingsense.eu/sembib/onto/channels/conext" , "http://purl.org/dc/elements/1.1/label" , "conext" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12898" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CVMP2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12898" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CVMP2012" ,
 "http://givingsense.eu/sembib/onto/CVMP2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/cvmp" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12912" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/INDOCYPT2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12912" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/INDOCYPT2012" ,
 "http://givingsense.eu/sembib/onto/INDOCYPT2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/indocypt" ,
 "http://givingsense.eu/sembib/onto/channels/indocypt" , "http://purl.org/dc/elements/1.1/label" , "indocypt" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12936" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12936" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/ICECS2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/icecs" ,
 "http://givingsense.eu/sembib/onto/channels/icecs" , "http://purl.org/dc/elements/1.1/label" , "icecs" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12937" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12937" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12938" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12938" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12939" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12939" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12947" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12947" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICECS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13155" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CONTROL2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13155" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CONTROL2012" ,
 "http://givingsense.eu/sembib/onto/CONTROL2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/control" ,
 "http://givingsense.eu/sembib/onto/channels/control" , "http://purl.org/dc/elements/1.1/label" , "control" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13187" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ISM2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13187" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ISM2012" ,
 "http://givingsense.eu/sembib/onto/ISM2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ism" ,
 "http://givingsense.eu/sembib/onto/channels/ism" , "http://purl.org/dc/elements/1.1/label" , "ism" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13198" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/HASP2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13198" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/HASP2012" ,
 "http://givingsense.eu/sembib/onto/HASP2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/hasp" ,
 "http://givingsense.eu/sembib/onto/channels/hasp" , "http://purl.org/dc/elements/1.1/label" , "hasp" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13199" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/HASP2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13199" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/HASP2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13243" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/CONEXT2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13243" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/CONEXT2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13443" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GLOBECOM2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13443" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GLOBECOM2012" ,
 "http://givingsense.eu/sembib/onto/GLOBECOM2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/globecom" ,
 "http://givingsense.eu/sembib/onto/channels/globecom" , "http://purl.org/dc/elements/1.1/label" , "globecom" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13666" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/GIIS2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13666" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/GIIS2012" ,
 "http://givingsense.eu/sembib/onto/GIIS2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/giis" ,
 "http://givingsense.eu/sembib/onto/channels/giis" , "http://purl.org/dc/elements/1.1/label" , "giis" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13700" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/IPCCC2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13700" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/IPCCC2012" ,
 "http://givingsense.eu/sembib/onto/IPCCC2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/ipccc" ,
 "http://givingsense.eu/sembib/onto/channels/ipccc" , "http://purl.org/dc/elements/1.1/label" , "ipccc" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13701" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/MSN2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13701" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/MSN2012" ,
 "http://givingsense.eu/sembib/onto/MSN2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/msn" ,
 "http://givingsense.eu/sembib/onto/channels/msn" , "http://purl.org/dc/elements/1.1/label" , "msn" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13775" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/AUSTRALIAN2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13775" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/AUSTRALIAN2012" ,
 "http://givingsense.eu/sembib/onto/AUSTRALIAN2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/australian" ,
 "http://givingsense.eu/sembib/onto/channels/australian" , "http://purl.org/dc/elements/1.1/label" , "australian" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13851" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/NFPINDSML2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/13851" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/NFPINDSML2012" ,
 "http://givingsense.eu/sembib/onto/NFPINDSML2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/nfpindsml" ,
 "http://givingsense.eu/sembib/onto/channels/nfpindsml" , "http://purl.org/dc/elements/1.1/label" , "nfpindsml" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/14279" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/TICE2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/14279" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/TICE2012" ,
 "http://givingsense.eu/sembib/onto/TICE2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/tice" ,
 "http://givingsense.eu/sembib/onto/channels/tice" , "http://purl.org/dc/elements/1.1/label" , "tice" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12037" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WORSKHOP2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12037" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WORSKHOP2012" ,
 "http://givingsense.eu/sembib/onto/WORSKHOP2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/worskhop" ,
 "http://givingsense.eu/sembib/onto/channels/worskhop" , "http://purl.org/dc/elements/1.1/label" , "worskhop" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12710" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ASILOMAR2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12710" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ASILOMAR2012" ,
 "http://givingsense.eu/sembib/onto/ASILOMAR2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/asilomar" ,
 "http://givingsense.eu/sembib/onto/channels/asilomar" , "http://purl.org/dc/elements/1.1/label" , "asilomar" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12711" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ASILOMAR2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12711" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ASILOMAR2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12770" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/VCIP2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12770" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/VCIP2012" ,
 "http://givingsense.eu/sembib/onto/VCIP2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/vcip" ,
 "http://givingsense.eu/sembib/onto/channels/vcip" , "http://purl.org/dc/elements/1.1/label" , "vcip" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12847" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/MIG2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12847" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/MIG2012" ,
 "http://givingsense.eu/sembib/onto/MIG2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/mig" ,
 "http://givingsense.eu/sembib/onto/channels/mig" , "http://purl.org/dc/elements/1.1/label" , "mig" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12885" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICPR2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12885" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICPR2012" ,
 "http://givingsense.eu/sembib/onto/ICPR2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/icpr" ,
 "http://givingsense.eu/sembib/onto/channels/icpr" , "http://purl.org/dc/elements/1.1/label" , "icpr" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12946" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ALGORITHMIC2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12946" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ALGORITHMIC2012" ,
 "http://givingsense.eu/sembib/onto/ALGORITHMIC2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/algorithmic" ,
 "http://givingsense.eu/sembib/onto/channels/algorithmic" , "http://purl.org/dc/elements/1.1/label" , "algorithmic" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12970" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12970" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/WACAI2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/wacai" ,
 "http://givingsense.eu/sembib/onto/channels/wacai" , "http://purl.org/dc/elements/1.1/label" , "wacai" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12972" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12972" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12973" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12973" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12977" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12977" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/WACAI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12982" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/channels/ICMI2012" ,
 "http://givingsense.eu/sembib/onto/tpt/biblio/12982" , "http://givingsense.eu/sembib/onto/inConf" , "http://givingsense.eu/sembib/onto/ICMI2012" ,
 "http://givingsense.eu/sembib/onto/ICMI2012" , "http://lod.springer.com/data/ontology/property/hasSeries" , "http://givingsense.eu/sembib/onto/channels/icmi" ,
 "http://givingsense.eu/sembib/onto/channels/icmi" , "http://purl.org/dc/elements/1.1/label" , "icmi" ,
